DataHora,Satelite,Pais,Estado,Municipio,Bioma,DiaSemChuva,Precipitacao,RiscoFogo,FRP,Latitude,Longitude
2025/05/01 18:21:00,AQUA_M-T,Brasil,SÃO PAULO,DOIS CÓRREGOS,Mata Atlântica,3,0.0,0.58,25.2,-22.35207,-48.43425
2025/05/01 18:21:00,AQUA_M-T,Brasil,SÃO PAULO,SÃO PEDRO DO TURVO,Cerrado,3,0.0,0.13,6.6,-22.68513,-49.81606
2025/05/01 18:21:00,AQUA_M-T,Brasil,SÃO PAULO,ITAÍ,Cerrado,3,0.0,0.13,26.4,-23.6134,-49.01318
2025/05/01 18:21:00,AQUA_M-T,Brasil,SÃO PAULO,ITAÍ,Cerrado,3,0.0,0.03,31.4,-23.61139,-49.00135
2025/05/03 18:02:00,AQUA_M-T,Brasil,SÃO PAULO,ALUMÍNIO,Mata Atlântica,5,0.0,0.24,11.2,-23.50311,-47.29943
2025/05/03 18:02:00,AQUA_M-T,Brasil,SÃO PAULO,COLÔMBIA,Cerrado,5,0.0,0.97,4.8,-20.18813,-48.67087
2025/05/03 18:02:00,AQUA_M-T,Brasil,SÃO PAULO,GUAREÍ,Mata Atlântica,5,0.0,0.83,9.6,-23.40522,-48.29164
2025/05/03 18:02:00,AQUA_M-T,Brasil,SÃO PAULO,ALUMÍNIO,Mata Atlântica,5,0.0,0.62,5.0,-23.50451,-47.30902
2025/05/05 17:41:00,AQUA_M-T,Brasil,SÃO PAULO,SÃO PEDRO DO TURVO,Cerrado,4,0.0,0.9,23.1,-22.67367,-49.79693
2025/05/06 18:19:00,AQUA_M-T,Brasil,SÃO PAULO,LUCIANÓPOLIS,Cerrado,2,0.0,0.64,11.1,-22.46226,-49.54992
2025/05/06 18:19:00,AQUA_M-T,Brasil,SÃO PAULO,ITAÍ,Cerrado,3,1.09,0.06,8.8,-23.59689,-49.01298
2025/05/06 18:19:00,AQUA_M-T,Brasil,SÃO PAULO,BARRETOS,Mata Atlântica,8,0.0,0.97,10.6,-20.481,-48.751
2025/05/06 18:19:00,AQUA_M-T,Brasil,SÃO PAULO,ITAPEVA,Cerrado,0,0.11,0.07,5.1,-24.09629,-48.97048
2025/05/08 17:58:00,AQUA_M-T,Brasil,SÃO PAULO,ITAPEVA,Mata Atlântica,1,0.0,0.08,63.9,-24.11997,-48.71861
2025/05/08 17:58:00,AQUA_M-T,Brasil,SÃO PAULO,RIBEIRÃO BRANCO,Mata Atlântica,1,0.0,0.07,4.8,-24.12141,-48.7295
2025/05/08 18:00:00,AQUA_M-T,Brasil,SÃO PAULO,PROMISSÃO,Mata Atlântica,9,0.0,0.82,18.4,-21.44164,-49.7529
2025/05/08 18:00:00,AQUA_M-T,Brasil,SÃO PAULO,ITAÍ,Cerrado,0,0.0,0.26,14.2,-23.59697,-49.00506
2025/05/08 18:00:00,AQUA_M-T,Brasil,SÃO PAULO,SÃO JOAQUIM DA BARRA,Cerrado,10,0.0,1.0,6.4,-20.53011,-47.981
2025/05/08 18:00:00,AQUA_M-T,Brasil,SÃO PAULO,GUARATINGUETÁ,Mata Atlântica,10,0.0,1.0,9.7,-22.83794,-45.1886
2025/05/09 18:38:00,AQUA_M-T,Brasil,SÃO PAULO,ITAÍ,Cerrado,2,0.0,0.17,36.0,-23.60675,-49.00372
2025/05/13 17:56:00,AQUA_M-T,Brasil,SÃO PAULO,SÃO PAULO,Mata Atlântica,2,0.0,-999.0,4.3,-23.43336,-46.75312
2025/05/13 17:58:00,AQUA_M-T,Brasil,SÃO PAULO,TABAPUÃ,Mata Atlântica,4,0.0,0.88,22.8,-20.98114,-48.99731
2025/05/15 17:37:00,AQUA_M-T,Brasil,SÃO PAULO,MANDURI,Mata Atlântica,5,0.0,0.9,19.6,-23.08735,-49.28936
2025/05/15 17:39:00,AQUA_M-T,Brasil,SÃO PAULO,PALESTINA,Mata Atlântica,3,0.0,1.0,16.4,-20.26889,-49.36632
2025/05/15 17:39:00,AQUA_M-T,Brasil,SÃO PAULO,ORINDIÚVA,Mata Atlântica,3,0.0,0.9,58.7,-20.2662,-49.34139
2025/05/15 17:39:00,AQUA_M-T,Brasil,SÃO PAULO,ORINDIÚVA,Mata Atlântica,3,0.0,0.93,37.2,-20.2584,-49.33534
2025/05/15 17:39:00,AQUA_M-T,Brasil,SÃO PAULO,PALESTINA,Mata Atlântica,3,0.0,1.0,39.0,-20.26095,-49.36074
2025/05/16 18:17:00,AQUA_M-T,Brasil,SÃO PAULO,ORINDIÚVA,Mata Atlântica,4,0.0,1.0,18.3,-20.26183,-49.33646
2025/05/16 18:17:00,AQUA_M-T,Brasil,SÃO PAULO,POPULINA,Mata Atlântica,5,0.0,1.0,10.4,-19.94147,-50.5579
2025/05/16 18:17:00,AQUA_M-T,Brasil,SÃO PAULO,ORINDIÚVA,Mata Atlântica,4,0.0,0.98,28.2,-20.26343,-49.34662
2025/05/16 18:17:00,AQUA_M-T,Brasil,SÃO PAULO,SÃO JOSÉ DO RIO PRETO,Mata Atlântica,17,0.0,-999.0,12.8,-20.86212,-49.32749
2025/05/16 18:17:00,AQUA_M-T,Brasil,SÃO PAULO,ARARAQUARA,Cerrado,17,0.0,1.0,27.4,-21.90124,-48.14959
2025/05/16 18:17:00,AQUA_M-T,Brasil,SÃO PAULO,SÃO JOSÉ DO RIO PRETO,Mata Atlântica,17,0.0,1.0,16.5,-20.86054,-49.31732
2025/05/16 18:17:00,AQUA_M-T,Brasil,SÃO PAULO,ORINDIÚVA,Mata Atlântica,4,0.0,0.85,6.8,-20.25423,-49.34828
2025/05/16 18:17:00,AQUA_M-T,Brasil,SÃO PAULO,SÃO JOÃO DO PAU D'ALHO,Mata Atlântica,6,0.0,0.98,16.6,-21.25454,-51.64686
2025/05/16 18:17:00,AQUA_M-T,Brasil,SÃO PAULO,ARARAQUARA,Cerrado,18,0.0,1.0,29.0,-21.90306,-48.16067
2025/05/16 18:17:00,AQUA_M-T,Brasil,SÃO PAULO,SÃO JOSÉ DO RIO PRETO,Mata Atlântica,17,0.0,1.0,14.3,-20.8681,-49.32066
2025/05/18 17:56:00,AQUA_M-T,Brasil,SÃO PAULO,ARARAQUARA,Cerrado,20,0.0,1.0,14.5,-21.92216,-48.14498
2025/05/18 17:56:00,AQUA_M-T,Brasil,SÃO PAULO,ARARAQUARA,Cerrado,20,0.0,1.0,22.1,-21.92363,-48.15585
2025/05/18 17:56:00,AQUA_M-T,Brasil,SÃO PAULO,PIRACAIA,Mata Atlântica,7,0.0,0.16,9.5,-23.09689,-46.25056
2025/05/18 17:56:00,AQUA_M-T,Brasil,SÃO PAULO,ARARAQUARA,Cerrado,20,0.0,1.0,10.0,-21.91275,-48.14648
2025/05/18 17:56:00,AQUA_M-T,Brasil,SÃO PAULO,ARARAQUARA,Cerrado,20,0.0,1.0,72.1,-21.91422,-48.15741
2025/05/18 17:56:00,AQUA_M-T,Brasil,SÃO PAULO,ARAÇARIGUAMA,Mata Atlântica,7,0.0,0.99,4.6,-23.42523,-47.08994
2025/05/21 18:13:00,AQUA_M-T,Brasil,SÃO PAULO,ITAPEVA,Cerrado,11,0.0,0.47,6.5,-24.10491,-48.98378
2025/05/21 18:13:00,AQUA_M-T,Brasil,SÃO PAULO,SANTA BÁRBARA D'OESTE,Cerrado,11,0.0,1.0,22.1,-22.71305,-47.37566
2025/05/21 18:13:00,AQUA_M-T,Brasil,SÃO PAULO,NOVA CAMPINA,Cerrado,11,0.0,0.2,8.8,-24.10343,-48.974
2025/05/21 18:13:00,AQUA_M-T,Brasil,SÃO PAULO,HORTOLÂNDIA,Mata Atlântica,11,0.0,-999.0,27.5,-22.86806,-47.19324
2025/05/21 18:13:00,AQUA_M-T,Brasil,SÃO PAULO,TEJUPÁ,Mata Atlântica,11,0.0,0.9,5.4,-23.31972,-49.29108
2025/05/21 18:13:00,AQUA_M-T,Brasil,SÃO PAULO,PIRAPORA DO BOM JESUS,Mata Atlântica,10,0.1,0.27,6.6,-23.37128,-46.99863
2025/05/21 18:15:00,AQUA_M-T,Brasil,SÃO PAULO,PLANALTO,Mata Atlântica,11,0.0,1.0,12.5,-20.96019,-49.86627
2025/05/23 17:54:00,AQUA_M-T,Brasil,SÃO PAULO,VINHEDO,Mata Atlântica,12,0.05,0.94,7.8,-23.03044,-47.01661
2025/05/25 17:34:00,AQUA_M-T,Brasil,SÃO PAULO,JUNDIAÍ,Mata Atlântica,13,0.0,-999.0,18.8,-23.17002,-47.00897
2025/05/30 17:32:00,AQUA_M-T,Brasil,SÃO PAULO,RIBEIRÃO BRANCO,Mata Atlântica,0,0.0,0.08,47.2,-24.18536,-48.78165
2025/05/30 17:32:00,AQUA_M-T,Brasil,SÃO PAULO,RIBEIRÃO BRANCO,Mata Atlântica,0,0.0,0.08,49.4,-24.17707,-48.7786
2025/05/31 18:09:00,AQUA_M-T,Brasil,SÃO PAULO,SANTANA DE PARNAÍBA,Mata Atlântica,2,0.0,0.32,9.1,-23.41648,-46.9067
2025/05/31 18:09:00,AQUA_M-T,Brasil,SÃO PAULO,ITAPEVA,Cerrado,2,0.0,0.17,8.1,-24.09855,-48.97667
2025/05/31 18:09:00,AQUA_M-T,Brasil,SÃO PAULO,CAMPINAS,Mata Atlântica,2,0.0,-999.0,5.2,-22.93736,-47.14849
2025/05/31 18:11:00,AQUA_M-T,Brasil,SÃO PAULO,CORDEIRÓPOLIS,Mata Atlântica,2,0.0,0.83,5.3,-22.51148,-47.44451
2025/05/31 18:11:00,AQUA_M-T,Brasil,SÃO PAULO,MOGI MIRIM,Cerrado,2,0.0,1.0,12.1,-22.43399,-46.89322
2025/05/31 18:11:00,AQUA_M-T,Brasil,SÃO PAULO,CORDEIRÓPOLIS,Mata Atlântica,2,0.0,0.85,13.5,-22.50992,-47.43452
2025/06/02 17:49:00,AQUA_M-T,Brasil,SÃO PAULO,PORTO FELIZ,Mata Atlântica,4,0.0,1.0,10.0,-23.32598,-47.51987
2025/06/02 17:49:00,AQUA_M-T,Brasil,SÃO PAULO,PIEDADE,Mata Atlântica,4,0.0,0.97,9.9,-23.86417,-47.51522
2025/06/02 17:49:00,AQUA_M-T,Brasil,SÃO PAULO,SANTA RITA DO PASSA QUATRO,Mata Atlântica,4,0.0,1.0,6.6,-21.79014,-47.52565
2025/06/02 17:49:00,AQUA_M-T,Brasil,SÃO PAULO,TREMEMBÉ,Mata Atlântica,4,0.0,1.0,6.7,-22.97713,-45.51299
2025/06/02 17:49:00,AQUA_M-T,Brasil,SÃO PAULO,TREMEMBÉ,Mata Atlântica,4,0.0,1.0,5.2,-22.97853,-45.52338
2025/06/02 17:49:00,AQUA_M-T,Brasil,SÃO PAULO,NOVA ODESSA,Cerrado,4,0.0,1.0,15.3,-22.77084,-47.2276
2025/06/02 17:49:00,AQUA_M-T,Brasil,SÃO PAULO,HOLAMBRA,Cerrado,4,0.0,1.0,8.2,-22.62993,-47.07657
2025/06/02 17:49:00,AQUA_M-T,Brasil,SÃO PAULO,MOGI GUAÇU,Cerrado,4,0.0,1.0,5.9,-22.28737,-46.8645
2025/06/02 17:49:00,AQUA_M-T,Brasil,SÃO PAULO,ITAPEVA,Mata Atlântica,4,0.0,0.83,32.3,-24.07225,-48.71561
2025/06/02 17:49:00,AQUA_M-T,Brasil,SÃO PAULO,PORTO FELIZ,Mata Atlântica,4,0.0,1.0,12.2,-23.32762,-47.53327
2025/06/02 17:49:00,AQUA_M-T,Brasil,SÃO PAULO,MOGI GUAÇU,Cerrado,4,0.0,0.66,11.2,-22.12813,-47.05751
2025/06/02 17:49:00,AQUA_M-T,Brasil,SÃO PAULO,ITAPEVA,Mata Atlântica,4,0.0,0.72,7.8,-24.0741,-48.73239
2025/06/02 17:52:00,AQUA_M-T,Brasil,SÃO PAULO,CATANDUVA,Mata Atlântica,4,0.0,1.0,39.0,-21.10676,-48.94183
2025/06/10 18:06:00,AQUA_M-T,Brasil,SÃO PAULO,VOTUPORANGA,Cerrado,0,0.0,0.71,19.7,-20.45286,-50.00977
2025/06/12 17:47:00,AQUA_M-T,Brasil,SÃO PAULO,SEVERÍNIA,Mata Atlântica,3,0.0,0.83,11.1,-20.83282,-48.81804
2025/06/12 17:47:00,AQUA_M-T,Brasil,SÃO PAULO,CAJOBI,Mata Atlântica,3,0.0,0.45,29.6,-20.8408,-48.82215
2025/06/12 17:47:00,AQUA_M-T,Brasil,SÃO PAULO,SEVERÍNIA,Mata Atlântica,3,0.0,0.81,10.4,-20.84299,-48.84078
2025/06/13 18:24:00,AQUA_M-T,Brasil,SÃO PAULO,OURINHOS,Mata Atlântica,5,0.0,-999.0,8.6,-23.00924,-49.88509
2025/06/13 18:24:00,AQUA_M-T,Brasil,SÃO PAULO,ITU,Mata Atlântica,4,0.0,0.39,16.8,-23.36429,-47.2774
2025/06/13 18:24:00,AQUA_M-T,Brasil,SÃO PAULO,ITU,Mata Atlântica,4,0.0,0.45,26.8,-23.3668,-47.29179
2025/06/13 18:24:00,AQUA_M-T,Brasil,SÃO PAULO,OURINHOS,Mata Atlântica,5,0.0,0.55,4.4,-23.01092,-49.89555
2025/06/13 18:24:00,AQUA_M-T,Brasil,SÃO PAULO,ITU,Mata Atlântica,4,0.0,0.48,40.6,-23.36898,-47.28558
2025/06/18 18:21:00,AQUA_M-T,Brasil,SÃO PAULO,ASSIS,Cerrado,3,0.0,0.96,4.8,-22.54567,-50.38533
2025/06/18 18:21:00,AQUA_M-T,Brasil,SÃO PAULO,NOVA ODESSA,Cerrado,3,0.0,1.0,22.5,-22.77291,-47.2309
2025/06/18 18:21:00,AQUA_M-T,Brasil,SÃO PAULO,RIO DAS PEDRAS,Mata Atlântica,3,0.0,-999.0,166.7,-22.85829,-47.6069
2025/06/18 18:21:00,AQUA_M-T,Brasil,SÃO PAULO,LIMEIRA,Cerrado,3,0.0,1.0,201.4,-22.61322,-47.31762
2025/06/18 18:21:00,AQUA_M-T,Brasil,SÃO PAULO,LIMEIRA,Cerrado,3,0.0,1.0,17.4,-22.60055,-47.30613
2025/06/18 18:21:00,AQUA_M-T,Brasil,SÃO PAULO,RIO DAS PEDRAS,Mata Atlântica,3,0.0,1.0,32.0,-22.86839,-47.60493
2025/06/18 18:21:00,AQUA_M-T,Brasil,SÃO PAULO,RIO DAS PEDRAS,Mata Atlântica,3,0.0,1.0,8.1,-22.85612,-47.59403
2025/06/18 18:21:00,AQUA_M-T,Brasil,SÃO PAULO,SÃO PEDRO,Cerrado,3,0.0,1.0,7.5,-22.6487,-47.8299
2025/06/18 18:21:00,AQUA_M-T,Brasil,SÃO PAULO,ASSIS,Cerrado,3,0.0,0.78,6.4,-22.53676,-50.38692
2025/06/18 18:21:00,AQUA_M-T,Brasil,SÃO PAULO,LIMEIRA,Cerrado,3,0.0,1.0,82.4,-22.61089,-47.30407
2025/06/18 18:24:00,AQUA_M-T,Brasil,SÃO PAULO,PLANALTO,Mata Atlântica,3,0.0,1.0,14.0,-20.97958,-50.00269
2025/06/18 18:24:00,AQUA_M-T,Brasil,SÃO PAULO,BARRETOS,Cerrado,3,0.0,1.0,11.5,-20.51734,-48.67517
2025/06/20 18:02:00,AQUA_M-T,Brasil,SÃO PAULO,RIBEIRA,Mata Atlântica,5,0.0,0.13,13.6,-24.55739,-49.0647
2025/06/20 18:02:00,AQUA_M-T,Brasil,SÃO PAULO,NAZARÉ PAULISTA,Mata Atlântica,5,0.0,0.37,5.9,-23.20609,-46.39927
2025/06/20 18:02:00,AQUA_M-T,Brasil,SÃO PAULO,ITAQUAQUECETUBA,Mata Atlântica,5,0.0,-999.0,3.3,-23.46005,-46.3083
2025/06/20 18:02:00,AQUA_M-T,Brasil,SÃO PAULO,CAMPINAS,Mata Atlântica,5,0.0,1.0,8.1,-23.01709,-47.08195
2025/06/20 18:02:00,AQUA_M-T,Brasil,SÃO PAULO,BARRA DO CHAPÉU,Mata Atlântica,5,0.0,0.14,5.4,-24.50028,-49.016
2025/06/20 18:02:00,AQUA_M-T,Brasil,SÃO PAULO,SÃO JOÃO DA BOA VISTA,Cerrado,8,0.2,1.0,49.2,-21.98595,-46.82835
2025/06/23 18:21:00,AQUA_M-T,Brasil,SÃO PAULO,ITUVERAVA,Cerrado,8,1.37,1.0,9.5,-20.36237,-48.0137
2025/06/23 18:21:00,AQUA_M-T,Brasil,SÃO PAULO,ITUVERAVA,Cerrado,6,1.22,1.0,11.4,-20.35061,-48.00388
2025/06/23 18:21:00,AQUA_M-T,Brasil,SÃO PAULO,ITUVERAVA,Cerrado,6,1.28,1.0,109.9,-20.36042,-48.00194
2025/06/25 18:00:00,AQUA_M-T,Brasil,SÃO PAULO,ANHEMBI,Cerrado,0,0.0,0.5,8.4,-22.74179,-48.11972
2025/06/25 18:00:00,AQUA_M-T,Brasil,SÃO PAULO,MORRO AGUDO,Cerrado,0,0.0,0.77,6.8,-20.62144,-48.25656
2025/06/25 18:00:00,AQUA_M-T,Brasil,SÃO PAULO,JOANÓPOLIS,Mata Atlântica,0,0.0,0.24,5.0,-22.94517,-46.15264
2025/06/28 18:19:00,AQUA_M-T,Brasil,SÃO PAULO,AVARÉ,Cerrado,0,0.0,0.96,6.4,-22.98007,-48.97241
2025/06/28 18:19:00,AQUA_M-T,Brasil,SÃO PAULO,SÃO JOSÉ DOS CAMPOS,Mata Atlântica,1,0.0,1.0,26.1,-23.07498,-45.8168
2025/06/28 18:19:00,AQUA_M-T,Brasil,SÃO PAULO,SÃO JOSÉ DOS CAMPOS,Mata Atlântica,1,0.0,1.0,6.3,-23.07732,-45.83026
2025/06/30 17:56:00,AQUA_M-T,Brasil,SÃO PAULO,MONTEIRO LOBATO,Mata Atlântica,6,0.0,0.52,4.7,-22.93863,-45.69371
2025/06/30 17:56:00,AQUA_M-T,Brasil,SÃO PAULO,LORENA,Mata Atlântica,6,0.0,1.0,6.7,-22.86598,-44.92944
2025/06/30 17:56:00,AQUA_M-T,Brasil,SÃO PAULO,LORENA,Mata Atlântica,6,0.0,0.41,6.3,-22.73903,-45.1392
2025/06/30 17:58:00,AQUA_M-T,Brasil,SÃO PAULO,COLÔMBIA,Cerrado,6,0.0,1.0,20.6,-20.18956,-48.70113
2025/06/30 17:58:00,AQUA_M-T,Brasil,SÃO PAULO,COLÔMBIA,Cerrado,6,0.0,1.0,17.1,-20.19112,-48.7131
2025/06/30 17:58:00,AQUA_M-T,Brasil,SÃO PAULO,IGARAPAVA,Cerrado,6,0.0,1.0,5.3,-20.0786,-47.74639
2025/07/01 18:36:00,AQUA_M-T,Brasil,SÃO PAULO,CAMPINAS,Mata Atlântica,6,0.0,0.95,47.6,-22.81249,-47.15992
2025/07/01 18:36:00,AQUA_M-T,Brasil,SÃO PAULO,CAMPINAS,Mata Atlântica,7,0.0,-999.0,17.4,-22.80816,-47.13754
2025/07/02 17:37:00,AQUA_M-T,Brasil,SÃO PAULO,CAPIVARI,Mata Atlântica,5,0.0,0.55,42.9,-23.04091,-47.5287
2025/07/02 17:37:00,AQUA_M-T,Brasil,SÃO PAULO,RAFARD,Mata Atlântica,5,0.0,0.76,41.5,-23.03628,-47.53402
2025/07/03 18:17:00,AQUA_M-T,Brasil,SÃO PAULO,BOA ESPERANÇA DO SUL,Cerrado,9,0.0,0.95,4.4,-21.98741,-48.43584
2025/07/03 18:17:00,AQUA_M-T,Brasil,SÃO PAULO,PALMEIRA D'OESTE,Mata Atlântica,6,0.0,1.0,4.0,-20.40445,-50.78754
2025/07/03 18:17:00,AQUA_M-T,Brasil,SÃO PAULO,PALMEIRA D'OESTE,Mata Atlântica,6,0.0,1.0,16.7,-20.40579,-50.7971
2025/07/03 18:17:00,AQUA_M-T,Brasil,SÃO PAULO,BILAC,Mata Atlântica,8,0.0,0.97,6.4,-21.43419,-50.44521
2025/07/03 18:17:00,AQUA_M-T,Brasil,SÃO PAULO,PROMISSÃO,Mata Atlântica,6,0.0,0.99,5.2,-21.34365,-49.75193
2025/07/03 18:17:00,AQUA_M-T,Brasil,SÃO PAULO,BILAC,Mata Atlântica,8,0.0,0.97,6.0,-21.43554,-50.4548
2025/07/03 18:17:00,AQUA_M-T,Brasil,SÃO PAULO,BILAC,Mata Atlântica,8,0.0,0.97,7.4,-21.42665,-50.45625
2025/07/05 17:54:00,AQUA_M-T,Brasil,SÃO PAULO,ATIBAIA,Mata Atlântica,8,0.0,0.93,9.3,-23.14058,-46.61416
2025/07/05 17:56:00,AQUA_M-T,Brasil,SÃO PAULO,ITAPUÍ,Mata Atlântica,10,0.0,0.99,25.9,-22.2827,-48.70709
2025/07/06 18:34:00,AQUA_M-T,Brasil,SÃO PAULO,CHARQUEADA,Cerrado,12,0.0,0.94,23.7,-22.519,-47.80449
2025/07/06 18:34:00,AQUA_M-T,Brasil,SÃO PAULO,CHARQUEADA,Cerrado,12,0.0,0.94,21.9,-22.52645,-47.80785
2025/07/06 18:34:00,AQUA_M-T,Brasil,SÃO PAULO,MIRANTE DO PARANAPANEMA,Mata Atlântica,9,0.0,1.0,5.6,-22.51846,-52.04475
2025/07/06 18:34:00,AQUA_M-T,Brasil,SÃO PAULO,BOITUVA,Mata Atlântica,9,0.0,0.96,21.0,-23.2382,-47.61407
2025/07/06 18:34:00,AQUA_M-T,Brasil,SÃO PAULO,BOITUVA,Mata Atlântica,9,0.0,0.96,11.3,-23.2338,-47.62072
2025/07/07 17:37:00,AQUA_M-T,Brasil,SÃO PAULO,RIOLÂNDIA,Mata Atlântica,13,0.0,1.0,84.1,-19.98008,-49.81317
2025/07/07 17:37:00,AQUA_M-T,Brasil,SÃO PAULO,RIOLÂNDIA,Mata Atlântica,12,0.0,1.0,370.4,-19.99147,-49.81907
2025/07/07 17:37:00,AQUA_M-T,Brasil,SÃO PAULO,RIOLÂNDIA,Mata Atlântica,13,0.0,1.0,83.8,-19.9934,-49.77218
2025/07/07 17:37:00,AQUA_M-T,Brasil,SÃO PAULO,RIOLÂNDIA,Mata Atlântica,13,0.0,1.0,397.4,-19.99679,-49.81094
2025/07/07 17:37:00,AQUA_M-T,Brasil,SÃO PAULO,RIOLÂNDIA,Mata Atlântica,13,0.0,1.0,254.2,-19.98783,-49.78014
2025/07/08 18:13:00,AQUA_M-T,Brasil,SÃO PAULO,PIRAPORA DO BOM JESUS,Mata Atlântica,11,0.0,0.46,9.8,-23.36106,-46.9967
2025/07/08 18:13:00,AQUA_M-T,Brasil,SÃO PAULO,CAJAMAR,Mata Atlântica,10,0.0,0.45,4.2,-23.37494,-46.90508
2025/07/08 18:13:00,AQUA_M-T,Brasil,SÃO PAULO,CAMPINAS,Mata Atlântica,11,0.0,0.98,5.1,-22.92815,-47.00869
2025/07/08 18:13:00,AQUA_M-T,Brasil,SÃO PAULO,SANTA BÁRBARA D'OESTE,Mata Atlântica,14,0.0,-999.0,17.9,-22.7277,-47.37955
2025/07/08 18:13:00,AQUA_M-T,Brasil,SÃO PAULO,ELIAS FAUSTO,Mata Atlântica,11,0.0,0.97,4.9,-23.13293,-47.37188
2025/07/08 18:13:00,AQUA_M-T,Brasil,SÃO PAULO,PIRAPORA DO BOM JESUS,Mata Atlântica,11,0.0,0.46,14.7,-23.3626,-47.00668
2025/07/08 18:13:00,AQUA_M-T,Brasil,SÃO PAULO,IBIÚNA,Mata Atlântica,11,0.0,0.88,4.2,-23.75518,-47.21579
2025/07/08 18:13:00,AQUA_M-T,Brasil,SÃO PAULO,CAMPINAS,Mata Atlântica,11,0.0,-999.0,5.1,-22.92973,-47.01873
2025/07/08 18:13:00,AQUA_M-T,Brasil,SÃO PAULO,RIBEIRÃO BONITO,Cerrado,14,0.0,1.0,7.4,-21.98531,-48.27616
2025/07/10 17:54:00,AQUA_M-T,Brasil,SÃO PAULO,SÃO JOAQUIM DA BARRA,Cerrado,16,0.0,1.0,24.0,-20.54898,-47.93612
2025/07/10 17:54:00,AQUA_M-T,Brasil,SÃO PAULO,LUÍS ANTÔNIO,Cerrado,16,0.0,1.0,33.7,-21.46503,-47.87901
2025/07/10 17:54:00,AQUA_M-T,Brasil,SÃO PAULO,LUÍS ANTÔNIO,Cerrado,16,0.0,1.0,30.8,-21.46179,-47.85189
2025/07/10 17:54:00,AQUA_M-T,Brasil,SÃO PAULO,LUÍS ANTÔNIO,Cerrado,16,0.0,1.0,1219.7,-21.45291,-47.86708
2025/07/10 17:54:00,AQUA_M-T,Brasil,SÃO PAULO,LUÍS ANTÔNIO,Cerrado,16,0.0,1.0,277.3,-21.46342,-47.8655
2025/07/10 17:54:00,AQUA_M-T,Brasil,SÃO PAULO,SÃO CARLOS,Cerrado,16,0.0,0.96,7.5,-22.0884,-47.86744
2025/07/10 17:54:00,AQUA_M-T,Brasil,SÃO PAULO,ARARAQUARA,Cerrado,16,0.0,1.0,147.3,-21.80243,-48.32383
2025/07/10 17:54:00,AQUA_M-T,Brasil,SÃO PAULO,LUÍS ANTÔNIO,Cerrado,16,0.0,1.0,339.5,-21.45785,-47.87296
2025/07/10 17:54:00,AQUA_M-T,Brasil,SÃO PAULO,ARARAQUARA,Cerrado,16,0.0,1.0,61.0,-21.80068,-48.30887
2025/07/10 17:54:00,AQUA_M-T,Brasil,SÃO PAULO,LUÍS ANTÔNIO,Cerrado,16,0.0,1.0,256.5,-21.44735,-47.87454
2025/07/10 17:54:00,AQUA_M-T,Brasil,SÃO PAULO,LUÍS ANTÔNIO,Cerrado,16,0.0,1.0,113.7,-21.45128,-47.85339
2025/07/10 17:54:00,AQUA_M-T,Brasil,SÃO PAULO,LUÍS ANTÔNIO,Cerrado,16,0.0,1.0,347.3,-21.44563,-47.86083
2025/07/10 17:54:00,AQUA_M-T,Brasil,SÃO PAULO,NAZARÉ PAULISTA,Mata Atlântica,13,0.0,0.59,7.9,-23.10871,-46.33231
2025/07/10 17:54:00,AQUA_M-T,Brasil,SÃO PAULO,VARGEM,Mata Atlântica,13,0.0,0.95,4.9,-22.8907,-46.39664
2025/07/10 17:54:00,AQUA_M-T,Brasil,SÃO PAULO,SÃO CARLOS,Cerrado,16,0.0,0.79,14.9,-22.09234,-47.86147
2025/07/10 17:54:00,AQUA_M-T,Brasil,SÃO PAULO,SÃO JOAQUIM DA BARRA,Cerrado,16,0.0,1.0,15.4,-20.54658,-47.94358
2025/07/10 17:54:00,AQUA_M-T,Brasil,SÃO PAULO,PIRACAIA,Mata Atlântica,13,0.0,0.59,8.4,-23.10725,-46.32068
2025/07/10 17:54:00,AQUA_M-T,Brasil,SÃO PAULO,SÃO JOAQUIM DA BARRA,Cerrado,16,0.0,1.0,14.2,-20.54497,-47.9302
2025/07/10 17:54:00,AQUA_M-T,Brasil,SÃO PAULO,SÃO CARLOS,Cerrado,16,0.0,0.93,8.1,-22.0867,-47.8537
2025/07/10 17:54:00,AQUA_M-T,Brasil,SÃO PAULO,LUÍS ANTÔNIO,Cerrado,16,0.0,1.0,281.4,-21.45614,-47.85936
2025/07/11 18:32:00,AQUA_M-T,Brasil,SÃO PAULO,PEDRA BELA,Mata Atlântica,17,0.0,0.97,23.6,-22.7382,-46.50619
2025/07/11 18:32:00,AQUA_M-T,Brasil,SÃO PAULO,PIRAJU,Mata Atlântica,14,0.0,0.47,5.2,-23.14508,-49.53173
2025/07/11 18:32:00,AQUA_M-T,Brasil,SÃO PAULO,GUARARAPES,Mata Atlântica,17,0.0,1.0,4.6,-21.36245,-50.68169
2025/07/11 18:32:00,AQUA_M-T,Brasil,SÃO PAULO,TUIUTI,Mata Atlântica,14,0.0,1.0,15.8,-22.82369,-46.68764
2025/07/11 18:32:00,AQUA_M-T,Brasil,SÃO PAULO,ARARAQUARA,Cerrado,17,0.0,1.0,11.0,-21.78682,-48.11433
2025/07/13 18:11:00,AQUA_M-T,Brasil,SÃO PAULO,SÃO JOSÉ DA BELA VISTA,Cerrado,19,0.0,0.97,48.6,-20.56259,-47.64851
